lexeme,INF,GER,PRS.PTCP.SG,PRS.PTCP.PL,PST.PTCP.M.SG,PST.PTCP.F.SG,PST.PTCP.M.PL,PST.PTCP.F.PL,IMP.2SG,IMP.1PL,IMP.2PL,PRS.IND.1SG,PRS.IND.2SG,PRS.IND.3SG,PRS.IND.1PL,PRS.IND.2PL,PRS.IND.3PL,PRS.SBJV.1SG,PRS.SBJV.2SG,PRS.SBJV.3SG,PRS.SBJV.1PL,PRS.SBJV.2PL,PRS.SBJV.3PL,IPRF.IND.1SG,IPRF.IND.2SG,IPRF.IND.3SG,IPRF.IND.1PL,IPRF.IND.2PL,IPRF.IND.3PL,IPRF.SBJV.1SG,IPRF.SBJV.2SG,IPRF.SBJV.3SG,IPRF.SBJV.1PL,IPRF.SBJV.2PL,IPRF.SBJV.3PL,PRET.IND.1SG,PRET.IND.2SG,PRET.IND.3SG,PRET.IND.1PL,PRET.IND.2PL,PRET.IND.3PL,FUT.IND.1SG,FUT.IND.2SG,FUT.IND.3SG,FUT.IND.1PL,FUT.IND.2PL,FUT.IND.3PL,COND.1SG,COND.2SG,COND.3SG,COND.1PL,COND.2PL,COND.3PL
cominciare,komintʃ'are,komintʃ'ando,komintʃ'ante,komintʃ'anti,komintʃ'ato,komintʃ'ata,komintʃ'ati,komintʃ'ate,kom'intʃa,komintʃ'amo,komintʃ'ate,kom'intʃo,kom'intʃi,kom'intʃa,komintʃ'amo,komintʃ'ate,kom'intʃano,kom'intʃi,kom'intʃi,kom'intʃi,komintʃ'amo,komintʃ'ate,kom'intʃino,komintʃ'avo,komintʃ'avi,komintʃ'ava,komintʃav'amo,komintʃav'ate,komintʃ'avano,komintʃ'assi,komintʃ'assi,komintʃ'asse,komintʃ'assimo,komintʃ'aste,komintʃ'assero,komintʃ'ai,komintʃ'asti,komintʃ'o,komintʃ'ammo,komintʃ'aste,komintʃ'arono,komintʃer'o,komintʃer'ai,komintʃer'a,komintʃer'emo,komintʃer'ete,komintʃer'anno,komintʃer'ei,komintʃer'esti,komintʃer'ebbe,komintʃer'emmo,komintʃer'este,komintʃer'ebbero
scrivere,skr'ivere,skriv'endo,skriv'ente,skriv'enti,skr'itto,skr'itta,skr'itti,skr'itte,skr'ivi,skrivj'amo,skriv'ete,skr'ivo,skr'ivi,skr'ive,skrivj'amo,skriv'ete,skr'ivono,skr'iva,skr'iva,skr'iva,skrivj'amo,skrivj'ate,skr'ivano,skriv'evo,skriv'evi,skriv'eva,skrivev'amo,skrivev'ate,skriv'evano,skriv'essi,skriv'essi,skriv'esse,skriv'essimo,skriv'este,skriv'essero,skr'issi,skriv'esti,skr'isse,skriv'emmo,skriv'este,skr'issero,skriver'o,skriver'ai,skriver'a,skriver'emo,skriver'ete,skriver'anno,skriver'ei,skriver'esti,skriver'ebbe,skriver'emmo,skriver'este,skriver'ebbero
ricordare,rikord'are,rikord'ando,rikord'ante,rikord'anti,rikord'ato,rikord'ata,rikord'ati,rikord'ate,rik'orda,rikordj'amo,rikord'ate,rik'ordo,rik'ordi,rik'orda,rikordj'amo,rikord'ate,rik'ordano,rik'ordi,rik'ordi,rik'ordi,rikordj'amo,rikordj'ate,rik'ordino,rikord'avo,rikord'avi,rikord'ava,rikordav'amo,rikordav'ate,rikord'avano,rikord'assi,rikord'assi,rikord'asse,rikord'assimo,rikord'aste,rikord'assero,rikord'ai,rikord'asti,rikord'o,rikord'ammo,rikord'aste,rikord'arono,rikorder'o,rikorder'ai,rikorder'a,rikorder'emo,rikorder'ete,rikorder'anno,rikorder'ei,rikorder'esti,rikorder'ebbe,rikorder'emmo,rikorder'este,rikorder'ebbero
continuare,kontinu'are,kontinu'ando,kontinu'ante,kontinu'anti,kontinu'ato,kontinu'ata,kontinu'ati,kontinu'ate,kont'inua,kontinuj'amo,kontinu'ate,kont'inuo,kont'inui,kont'inua,kontinuj'amo,kontinu'ate,kont'inuano,kont'inui,kont'inui,kont'inui,kontinuj'amo,kontinuj'ate,kont'inuino,kontinu'avo,kontinu'avi,kontinu'ava,kontinuav'amo,kontinuav'ate,kontinu'avano,kontinu'assi,kontinu'assi,kontinu'asse,kontinu'assimo,kontinu'aste,kontinu'assero,kontinu'ai,kontinu'asti,kontinu'o,kontinu'ammo,kontinu'aste,kontinu'arono,kontinuer'o,kontinuer'ai,kontinuer'a,kontinuer'emo,kontinuer'ete,kontinuer'anno,kontinuer'ei,kontinuer'esti,kontinuer'ebbe,kontinuer'emmo,kontinuer'este,kontinuer'ebbero
perdere,p'erdere,perd'endo,perd'ente,perd'enti,p'erso,p'ersa,p'ersi,p'erse,p'erdi,perdj'amo,perd'ete,p'erdo,p'erdi,p'erde,perdj'amo,perd'ete,p'erdono,p'erda,p'erda,p'erda,perdj'amo,perdj'ate,p'erdano,perd'evo,perd'evi,perd'eva,perdev'amo,perdev'ate,perd'evano,perd'essi,perd'essi,perd'esse,perd'essimo,perd'este,perd'essero,p'ersi,perd'esti,p'erse,perd'emmo,perd'este,p'ersero,perder'o,perder'ai,perder'a,perder'emo,perder'ete,perder'anno,perder'ei,perder'esti,perder'ebbe,perder'emmo,perder'este,perder'ebbero
conoscere,kon'oʃʃere,konoʃʃ'endo,konoʃʃ'ente,konoʃʃ'enti,konoʃʃ'uto,konoʃʃ'uta,konoʃʃ'uti,konoʃʃ'ute,kon'oʃʃi,konoʃʃ'amo,konoʃʃ'ete,kon'osko,kon'oʃʃi,kon'oʃʃe,konoʃʃ'amo,konoʃʃ'ete,kon'oskono,kon'oska,kon'oska,kon'oska,konoʃʃ'amo,konoʃʃ'ate,kon'oskano,konoʃʃ'evo,konoʃʃ'evi,konoʃʃ'eva,konoʃʃev'amo,konoʃʃev'ate,konoʃʃ'evano,konoʃʃ'essi,konoʃʃ'essi,konoʃʃ'esse,konoʃʃ'essimo,konoʃʃ'este,konoʃʃ'essero,kon'obbi,konoʃʃ'esti,kon'obbe,konoʃʃ'emmo,konoʃʃ'este,kon'obbero,konoʃʃer'o,konoʃʃer'ai,konoʃʃer'a,konoʃʃer'emo,konoʃʃer'ete,konoʃʃer'anno,konoʃʃer'ei,konoʃʃer'esti,konoʃʃer'ebbe,konoʃʃer'emmo,konoʃʃer'este,konoʃʃer'ebbero
guardare,gward'are,gward'ando,gward'ante,gward'anti,gward'ato,gward'ata,gward'ati,gward'ate,gw'arda,gwardj'amo,gward'ate,gw'ardo,gw'ardi,gw'arda,gwardj'amo,gward'ate,gw'ardano,gw'ardi,gw'ardi,gw'ardi,gwardj'amo,gwardj'ate,gw'ardino,gward'avo,gward'avi,gward'ava,gwardav'amo,gwardav'ate,gward'avano,gward'assi,gward'assi,gward'asse,gward'assimo,gward'aste,gward'assero,gward'ai,gward'asti,gward'o,gward'ammo,gward'aste,gward'arono,gwarder'o,gwarder'ai,gwarder'a,gwarder'emo,gwarder'ete,gwarder'anno,gwarder'ei,gwarder'esti,gwarder'ebbe,gwarder'emmo,gwarder'este,gwarder'ebbero
decidere,detʃ'idere,detʃid'endo,detʃid'ente,detʃid'enti,detʃ'izo,detʃ'iza,detʃ'izi,detʃ'ize,detʃ'idi,detʃidj'amo,detʃid'ete,detʃ'ido,detʃ'idi,detʃ'ide,detʃidj'amo,detʃid'ete,detʃ'idono,detʃ'ida,detʃ'ida,detʃ'ida,detʃidj'amo,detʃidj'ate,detʃ'idano,detʃid'evo,detʃid'evi,detʃid'eva,detʃidev'amo,detʃidev'ate,detʃid'evano,detʃid'essi,detʃid'essi,detʃid'esse,detʃid'essimo,detʃid'este,detʃid'essero,detʃ'izi,detʃid'esti,detʃ'ize,detʃid'emmo,detʃid'este,detʃ'izero,detʃider'o,detʃider'ai,detʃider'a,detʃider'emo,detʃider'ete,detʃider'anno,detʃider'ei,detʃider'esti,detʃider'ebbe,detʃider'emmo,detʃider'este,detʃider'ebbero
restare,rest'are,rest'ando,rest'ante,rest'anti,rest'ato,rest'ata,rest'ati,rest'ate,r'esta,restj'amo,rest'ate,r'esto,r'esti,r'esta,restj'amo,rest'ate,r'estano,r'esti,r'esti,r'esti,restj'amo,restj'ate,r'estino,rest'avo,rest'avi,rest'ava,restav'amo,restav'ate,rest'avano,rest'assi,rest'assi,rest'asse,rest'assimo,rest'aste,rest'assero,rest'ai,rest'asti,rest'o,rest'ammo,rest'aste,rest'arono,rester'o,rester'ai,rester'a,rester'emo,rester'ete,rester'anno,rester'ei,rester'esti,rester'ebbe,rester'emmo,rester'este,rester'ebbero
rendere,r'endere,rend'endo,rend'ente,rend'enti,r'ezo,r'eza,r'ezi,r'eze,r'endi,rendj'amo,rend'ete,r'endo,r'endi,r'ende,rendj'amo,rend'ete,r'endono,r'enda,r'enda,r'enda,rendj'amo,rendj'ate,r'endano,rend'evo,rend'evi,rend'eva,rendev'amo,rendev'ate,rend'evano,rend'essi,rend'essi,rend'esse,rend'essimo,rend'este,rend'essero,r'ezi,rend'esti,r'eze,rend'emmo,rend'este,r'ezero,render'o,render'ai,render'a,render'emo,render'ete,render'anno,render'ei,render'esti,render'ebbe,render'emmo,render'este,render'ebbero
rispondere,risp'ondere,rispond'endo,rispond'ente,rispond'enti,risp'osto,risp'osta,risp'osti,risp'oste,risp'ondi,rispondj'amo,rispond'ete,risp'ondo,risp'ondi,risp'onde,rispondj'amo,rispond'ete,risp'ondono,risp'onda,risp'onda,risp'onda,rispondj'amo,rispondj'ate,risp'ondano,rispond'evo,rispond'evi,rispond'eva,rispondev'amo,rispondev'ate,rispond'evano,rispond'essi,rispond'essi,rispond'esse,rispond'essimo,rispond'este,rispond'essero,risp'ozi,rispond'esti,risp'oze,rispond'emmo,rispond'este,risp'ozero,risponder'o,risponder'ai,risponder'a,risponder'emo,risponder'ete,risponder'anno,risponder'ei,risponder'esti,risponder'ebbe,risponder'emmo,risponder'este,risponder'ebbero
presentare,prezent'are,prezent'ando,prezent'ante,prezent'anti,prezent'ato,prezent'ata,prezent'ati,prezent'ate,prez'enta,prezentj'amo,prezent'ate,prez'ento,prez'enti,prez'enta,prezentj'amo,prezent'ate,prez'entano,prez'enti,prez'enti,prez'enti,prezentj'amo,prezentj'ate,prez'entino,prezent'avo,prezent'avi,prezent'ava,prezentav'amo,prezentav'ate,prezent'avano,prezent'assi,prezent'assi,prezent'asse,prezent'assimo,prezent'aste,prezent'assero,prezent'ai,prezent'asti,prezent'o,prezent'ammo,prezent'aste,prezent'arono,prezenter'o,prezenter'ai,prezenter'a,prezenter'emo,prezenter'ete,prezenter'anno,prezenter'ei,prezenter'esti,prezenter'ebbe,prezenter'emmo,prezenter'este,prezenter'ebbero
uscire,uʃʃ'ire,uʃʃ'endo,uʃʃ'ente,uʃʃ'enti,uʃʃ'ito,uʃʃ'ita,uʃʃ'iti,uʃʃ'ite,'eʃʃi,uʃʃ'amo,uʃʃ'ite,'esko,'eʃʃi,'eʃʃe,uʃʃ'amo,uʃʃ'ite,'eskono,'eska,'eska,'eska,uʃʃ'amo,uʃʃ'ate,'eskano,uʃʃ'ivo,uʃʃ'ivi,uʃʃ'iva,uʃʃiv'amo,uʃʃiv'ate,uʃʃ'ivano,uʃʃ'issi,uʃʃ'issi,uʃʃ'isse,uʃʃ'issimo,uʃʃ'iste,uʃʃ'issero,uʃʃ'ii,uʃʃ'isti,uʃʃ'i,uʃʃ'immo,uʃʃ'iste,uʃʃ'irono,uʃʃir'o,uʃʃir'ai,uʃʃir'a,uʃʃir'emo,uʃʃir'ete,uʃʃir'anno,uʃʃir'ei,uʃʃir'esti,uʃʃir'ebbe,uʃʃir'emmo,uʃʃir'este,uʃʃir'ebbero
raccontare,rakkont'are,rakkont'ando,rakkont'ante,rakkont'anti,rakkont'ato,rakkont'ata,rakkont'ati,rakkont'ate,rakk'onta,rakkontj'amo,rakkont'ate,rakk'onto,rakk'onti,rakk'onta,rakkontj'amo,rakkont'ate,rakk'ontano,rakk'onti,rakk'onti,rakk'onti,rakkontj'amo,rakkontj'ate,rakk'ontino,rakkont'avo,rakkont'avi,rakkont'ava,rakkontav'amo,rakkontav'ate,rakkont'avano,rakkont'assi,rakkont'assi,rakkont'asse,rakkont'assimo,rakkont'aste,rakkont'assero,rakkont'ai,rakkont'asti,rakkont'o,rakkont'ammo,rakkont'aste,rakkont'arono,rakkonter'o,rakkonter'ai,rakkonter'a,rakkonter'emo,rakkonter'ete,rakkonter'anno,rakkonter'ei,rakkonter'esti,rakkonter'ebbe,rakkonter'emmo,rakkonter'este,rakkonter'ebbero
nascere,n'aʃʃere,naʃʃ'endo,naʃʃ'ente,naʃʃ'enti,n'ato,n'ata,n'ati,n'ate,n'aʃʃi,naʃʃ'amo,naʃʃ'ete,n'asko,n'aʃʃi,n'aʃʃe,naʃʃ'amo,naʃʃ'ete,n'askono,n'aska,n'aska,n'aska,naʃʃ'amo,naʃʃ'ate,n'askano,naʃʃ'evo,naʃʃ'evi,naʃʃ'eva,naʃʃev'amo,naʃʃev'ate,naʃʃ'evano,naʃʃ'essi,naʃʃ'essi,naʃʃ'esse,naʃʃ'essimo,naʃʃ'este,naʃʃ'essero,n'akkwi,naʃʃ'esti,n'akkwe,naʃʃ'emmo,naʃʃ'este,n'akkwero,naʃʃer'o,naʃʃer'ai,naʃʃer'a,naʃʃer'emo,naʃʃer'ete,naʃʃer'anno,naʃʃer'ei,naʃʃer'esti,naʃʃer'ebbe,naʃʃer'emmo,naʃʃer'este,naʃʃer'ebbero
entrare,entr'are,entr'ando,entr'ante,entr'anti,entr'ato,entr'ata,entr'ati,entr'ate,'entra,entrj'amo,entr'ate,'entro,'entri,'entra,entrj'amo,entr'ate,'entrano,'entri,'entri,'entri,entrj'amo,entrj'ate,'entrino,entr'avo,entr'avi,entr'ava,entrav'amo,entrav'ate,entr'avano,entr'assi,entr'assi,entr'asse,entr'assimo,entr'aste,entr'assero,entr'ai,entr'asti,entr'o,entr'ammo,entr'aste,entr'arono,entrer'o,entrer'ai,entrer'a,entrer'emo,entrer'ete,entrer'anno,entrer'ei,entrer'esti,entrer'ebbe,entrer'emmo,entrer'este,entrer'ebbero
trattare,tratt'are,tratt'ando,tratt'ante,tratt'anti,tratt'ato,tratt'ata,tratt'ati,tratt'ate,tr'atta,trattj'amo,tratt'ate,tr'atto,tr'atti,tr'atta,trattj'amo,tratt'ate,tr'attano,tr'atti,tr'atti,tr'atti,trattj'amo,trattj'ate,tr'attino,tratt'avo,tratt'avi,tratt'ava,trattav'amo,trattav'ate,tratt'avano,tratt'assi,tratt'assi,tratt'asse,tratt'assimo,tratt'aste,tratt'assero,tratt'ai,tratt'asti,tratt'o,tratt'ammo,tratt'aste,tratt'arono,tratter'o,tratter'ai,tratter'a,tratter'emo,tratter'ete,tratter'anno,tratter'ei,tratter'esti,tratter'ebbe,tratter'emmo,tratter'este,tratter'ebbero
bastare,bast'are,bast'ando,bast'ante,bast'anti,bast'ato,bast'ata,bast'ati,bast'ate,b'asta,bastj'amo,bast'ate,b'asto,b'asti,b'asta,bastj'amo,bast'ate,b'astano,b'asti,b'asti,b'asti,bastj'amo,bastj'ate,b'astino,bast'avo,bast'avi,bast'ava,bastav'amo,bastav'ate,bast'avano,bast'assi,bast'assi,bast'asse,bast'assimo,bast'aste,bast'assero,bast'ai,bast'asti,bast'o,bast'ammo,bast'aste,bast'arono,baster'o,baster'ai,baster'a,baster'emo,baster'ete,baster'anno,baster'ei,baster'esti,baster'ebbe,baster'emmo,baster'este,baster'ebbero
seguire,segw'ire,segw'endo,segw'ente,segw'enti,segw'ito,segw'ita,segw'iti,segw'ite,s'egwi,segwj'amo,segw'ite,s'egwo,s'egwi,s'egwe,segwj'amo,segw'ite,s'egwono,s'egwa,s'egwa,s'egwa,segwj'amo,segwj'ate,s'egwano,segw'ivo,segw'ivi,segw'iva,segwiv'amo,segwiv'ate,segw'ivano,segw'issi,segw'issi,segw'isse,segw'issimo,segw'iste,segw'issero,segw'ii,segw'isti,segw'i,segw'immo,segw'iste,segw'irono,segwir'o,segwir'ai,segwir'a,segwir'emo,segwir'ete,segwir'anno,segwir'ei,segwir'esti,segwir'ebbe,segwir'emmo,segwir'este,segwir'ebbero
lavorare,lavor'are,lavor'ando,lavor'ante,lavor'anti,lavor'ato,lavor'ata,lavor'ati,lavor'ate,lav'ora,lavorj'amo,lavor'ate,lav'oro,lav'ori,lav'ora,lavorj'amo,lavor'ate,lav'orano,lav'ori,lav'ori,lav'ori,lavorj'amo,lavorj'ate,lav'orino,lavor'avo,lavor'avi,lavor'ava,lavorav'amo,lavorav'ate,lavor'avano,lavor'assi,lavor'assi,lavor'asse,lavor'assimo,lavor'aste,lavor'assero,lavor'ai,lavor'asti,lavor'o,lavor'ammo,lavor'aste,lavor'arono,lavorer'o,lavorer'ai,lavorer'a,lavorer'emo,lavorer'ete,lavorer'anno,lavorer'ei,lavorer'esti,lavorer'ebbe,lavorer'emmo,lavorer'este,lavorer'ebbero
aprire,apr'ire,apr'endo,apr'ente,apr'enti,ap'erto,ap'erta,ap'erti,ap'erte,'apri,aprj'amo,apr'ite,'apro,'apri,'apre,aprj'amo,apr'ite,'aprono,'apra,'apra,'apra,aprj'amo,aprj'ate,'aprano,apr'ivo,apr'ivi,apr'iva,apriv'amo,apriv'ate,apr'ivano,apr'issi,apr'issi,apr'isse,apr'issimo,apr'iste,apr'issero,apr'ii,apr'isti,apr'i,apr'immo,apr'iste,apr'irono,aprir'o,aprir'ai,aprir'a,aprir'emo,aprir'ete,aprir'anno,aprir'ei,aprir'esti,aprir'ebbe,aprir'emmo,aprir'este,aprir'ebbero
cambiare,kambj'are,kambj'ando,kambj'ante,kambj'anti,kambj'ato,kambj'ata,kambj'ati,kambj'ate,k'ambja,kambj'amo,kambj'ate,k'ambjo,k'ambi,k'ambja,kambj'amo,kambj'ate,k'ambjano,k'ambi,k'ambi,k'ambi,kambj'amo,kambj'ate,k'ambino,kambj'avo,kambj'avi,kambj'ava,kambjav'amo,kambjav'ate,kambj'avano,kambj'assi,kambj'assi,kambj'asse,kambj'assimo,kambj'aste,kambj'assero,kambj'ai,kambj'asti,kambj'o,kambj'ammo,kambj'aste,kambj'arono,kambjer'o,kambjer'ai,kambjer'a,kambjer'emo,kambjer'ete,kambjer'anno,kambjer'ei,kambjer'esti,kambjer'ebbe,kambjer'emmo,kambjer'este,kambjer'ebbero
giocare,dʒok'are,dʒok'ando,dʒok'ante,dʒok'anti,dʒok'ato,dʒok'ata,dʒok'ati,dʒok'ate,dʒ'oka,dʒokj'amo,dʒok'ate,dʒ'oko,dʒ'oki,dʒ'oka,dʒokj'amo,dʒok'ate,dʒ'okano,dʒ'oki,dʒ'oki,dʒ'oki,dʒokj'amo,dʒokj'ate,dʒ'okino,dʒok'avo,dʒok'avi,dʒok'ava,dʒokav'amo,dʒokav'ate,dʒok'avano,dʒok'assi,dʒok'assi,dʒok'asse,dʒok'assimo,dʒok'aste,dʒok'assero,dʒok'ai,dʒok'asti,dʒok'o,dʒok'ammo,dʒok'aste,dʒok'arono,dʒoker'o,dʒoker'ai,dʒoker'a,dʒoker'emo,dʒoker'ete,dʒoker'anno,dʒoker'ei,dʒoker'esti,dʒoker'ebbe,dʒoker'emmo,dʒoker'este,dʒoker'ebbero
usare,uz'are,uz'ando,uz'ante,uz'anti,uz'ato,uz'ata,uz'ati,uz'ate,'uza,uzj'amo,uz'ate,'uzo,'uzi,'uza,uzj'amo,uz'ate,'uzano,'uzi,'uzi,'uzi,uzj'amo,uzj'ate,'uzino,uz'avo,uz'avi,uz'ava,uzav'amo,uzav'ate,uz'avano,uz'assi,uz'assi,uz'asse,uz'assimo,uz'aste,uz'assero,uz'ai,uz'asti,uz'o,uz'ammo,uz'aste,uz'arono,uzer'o,uzer'ai,uzer'a,uzer'emo,uzer'ete,uzer'anno,uzer'ei,uzer'esti,uzer'ebbe,uzer'emmo,uzer'este,uzer'ebbero
vincere,v'intʃere,vintʃ'endo,vintʃ'ente,vintʃ'enti,v'into,v'inta,v'inti,v'inte,v'intʃi,vintʃ'amo,vintʃ'ete,v'iŋko,v'intʃi,v'intʃe,vintʃ'amo,vintʃ'ete,v'iŋkono,v'iŋka,v'iŋka,v'iŋka,vintʃ'amo,vintʃ'ate,v'iŋkano,vintʃ'evo,vintʃ'evi,vintʃ'eva,vintʃev'amo,vintʃev'ate,vintʃ'evano,vintʃ'essi,vintʃ'essi,vintʃ'esse,vintʃ'essimo,vintʃ'este,vintʃ'essero,v'insi,vintʃ'esti,v'inse,vintʃ'emmo,vintʃ'este,v'insero,vintʃer'o,vintʃer'ai,vintʃer'a,vintʃer'emo,vintʃer'ete,vintʃer'anno,vintʃer'ei,vintʃer'esti,vintʃer'ebbe,vintʃer'emmo,vintʃer'este,vintʃer'ebbero
scegliere,ʃ'eʎʎere,ʃeʎʎ'endo,ʃeʎʎ'ente,ʃeʎʎ'enti,ʃ'elto,ʃ'elta,ʃ'elti,ʃ'elte,ʃ'eʎʎi,ʃeʎʎ'amo,ʃeʎʎ'ete,ʃ'elgo,ʃ'eʎʎi,ʃ'eʎʎe,ʃeʎʎ'amo,ʃeʎʎ'ete,ʃ'elgono,ʃ'elga,ʃ'elga,ʃ'elga,ʃeʎʎ'amo,ʃeʎʎ'ate,ʃ'elgano,ʃeʎʎ'evo,ʃeʎʎ'evi,ʃeʎʎ'eva,ʃeʎʎev'amo,ʃeʎʎev'ate,ʃeʎʎ'evano,ʃeʎʎ'essi,ʃeʎʎ'essi,ʃeʎʎ'esse,ʃeʎʎ'essimo,ʃeʎʎ'este,ʃeʎʎ'essero,ʃ'elsi,ʃeʎʎ'esti,ʃ'else,ʃeʎʎ'emmo,ʃeʎʎ'este,ʃ'elsero,ʃeʎʎer'o,ʃeʎʎer'ai,ʃeʎʎer'a,ʃeʎʎer'emo,ʃeʎʎer'ete,ʃeʎʎer'anno,ʃeʎʎer'ei,ʃeʎʎer'esti,ʃeʎʎer'ebbe,ʃeʎʎer'emmo,ʃeʎʎer'este,ʃeʎʎer'ebbero
bisognare,bizoɲɲ'are,bizoɲɲ'ando,bizoɲɲ'ante,bizoɲɲ'anti,bizoɲɲ'ato,bizoɲɲ'ata,bizoɲɲ'ati,bizoɲɲ'ate,biz'oɲɲa,bizoɲɲ'amo,bizoɲɲ'ate,biz'oɲɲo,biz'oɲɲi,biz'oɲɲa,bizoɲɲ'amo,bizoɲɲ'ate,biz'oɲɲano,biz'oɲɲi,biz'oɲɲi,biz'oɲɲi,bizoɲɲ'amo,bizoɲɲ'ate,biz'oɲɲino,bizoɲɲ'avo,bizoɲɲ'avi,bizoɲɲ'ava,bizoɲɲav'amo,bizoɲɲav'ate,bizoɲɲ'avano,bizoɲɲ'assi,bizoɲɲ'assi,bizoɲɲ'asse,bizoɲɲ'assimo,bizoɲɲ'aste,bizoɲɲ'assero,bizoɲɲ'ai,bizoɲɲ'asti,bizoɲɲ'o,bizoɲɲ'ammo,bizoɲɲ'aste,bizoɲɲ'arono,bizoɲɲer'o,bizoɲɲer'ai,bizoɲɲer'a,bizoɲɲer'emo,bizoɲɲer'ete,bizoɲɲer'anno,bizoɲɲer'ei,bizoɲɲer'esti,bizoɲɲer'ebbe,bizoɲɲer'emmo,bizoɲɲer'este,bizoɲɲer'ebbero
esistere,ez'istere,ezist'endo,ezist'ente,ezist'enti,ezist'ito,ezist'ita,ezist'iti,ezist'ite,ez'isti,ezistj'amo,ezist'ete,ez'isto,ez'isti,ez'iste,ezistj'amo,ezist'ete,ez'istono,ez'ista,ez'ista,ez'ista,ezistj'amo,ezistj'ate,ez'istano,ezist'evo,ezist'evi,ezist'eva,ezistev'amo,ezistev'ate,ezist'evano,ezist'essi,ezist'essi,ezist'esse,ezist'essimo,ezist'este,ezist'essero,ezist'etti,ezist'esti,ezist'ette,ezist'emmo,ezist'este,ezist'ettero,ezister'o,ezister'ai,ezister'a,ezister'emo,ezister'ete,ezister'anno,ezister'ei,ezister'esti,ezister'ebbe,ezister'emmo,ezister'este,ezister'ebbero
servire,serv'ire,serv'endo,serv'ente,serv'enti,serv'ito,serv'ita,serv'iti,serv'ite,s'ervi,servj'amo,serv'ite,s'ervo,s'ervi,s'erve,servj'amo,serv'ite,s'ervono,s'erva,s'erva,s'erva,servj'amo,servj'ate,s'ervano,serv'ivo,serv'ivi,serv'iva,serviv'amo,serviv'ate,serv'ivano,serv'issi,serv'issi,serv'isse,serv'issimo,serv'iste,serv'issero,serv'ii,serv'isti,serv'i,serv'immo,serv'iste,serv'irono,servir'o,servir'ai,servir'a,servir'emo,servir'ete,servir'anno,servir'ei,servir'esti,servir'ebbe,servir'emmo,servir'este,servir'ebbero
aspettare,aspett'are,aspett'ando,aspett'ante,aspett'anti,aspett'ato,aspett'ata,aspett'ati,aspett'ate,asp'etta,aspettj'amo,aspett'ate,asp'etto,asp'etti,asp'etta,aspettj'amo,aspett'ate,asp'ettano,asp'etti,asp'etti,asp'etti,aspettj'amo,aspettj'ate,asp'ettino,aspett'avo,aspett'avi,aspett'ava,aspettav'amo,aspettav'ate,aspett'avano,aspett'assi,aspett'assi,aspett'asse,aspett'assimo,aspett'aste,aspett'assero,aspett'ai,aspett'asti,aspett'o,aspett'ammo,aspett'aste,aspett'arono,aspetter'o,aspetter'ai,aspetter'a,aspetter'emo,aspetter'ete,aspetter'anno,aspetter'ei,aspetter'esti,aspetter'ebbe,aspetter'emmo,aspetter'este,aspetter'ebbero
considerare,konsider'are,konsider'ando,konsider'ante,konsider'anti,konsider'ato,konsider'ata,konsider'ati,konsider'ate,kons'idera,konsiderj'amo,konsider'ate,kons'idero,kons'ideri,kons'idera,konsiderj'amo,konsider'ate,kons'iderano,kons'ideri,kons'ideri,kons'ideri,konsiderj'amo,konsiderj'ate,kons'iderino,konsider'avo,konsider'avi,konsider'ava,konsiderav'amo,konsiderav'ate,konsider'avano,konsider'assi,konsider'assi,konsider'asse,konsider'assimo,konsider'aste,konsider'assero,konsider'ai,konsider'asti,konsider'o,konsider'ammo,konsider'aste,konsider'arono,konsiderer'o,konsiderer'ai,konsiderer'a,konsiderer'emo,konsiderer'ete,konsiderer'anno,konsiderer'ei,konsiderer'esti,konsiderer'ebbe,konsiderer'emmo,konsiderer'este,konsiderer'ebbero
raggiungere,raddʒ'undʒere,raddʒundʒ'endo,raddʒundʒ'ente,raddʒundʒ'enti,raddʒ'unto,raddʒ'unta,raddʒ'unti,raddʒ'unte,raddʒ'undʒi,raddʒundʒ'amo,raddʒundʒ'ete,raddʒ'uŋgo,raddʒ'undʒi,raddʒ'undʒe,raddʒundʒ'amo,raddʒundʒ'ete,raddʒ'uŋgono,raddʒ'uŋga,raddʒ'uŋga,raddʒ'uŋga,raddʒundʒ'amo,raddʒundʒ'ate,raddʒ'uŋgano,raddʒundʒ'evo,raddʒundʒ'evi,raddʒundʒ'eva,raddʒundʒev'amo,raddʒundʒev'ate,raddʒundʒ'evano,raddʒundʒ'essi,raddʒundʒ'essi,raddʒundʒ'esse,raddʒundʒ'essimo,raddʒundʒ'este,raddʒundʒ'essero,raddʒ'unsi,raddʒundʒ'esti,raddʒ'unse,raddʒundʒ'emmo,raddʒundʒ'este,raddʒ'unsero,raddʒundʒer'o,raddʒundʒer'ai,raddʒundʒer'a,raddʒundʒer'emo,raddʒundʒer'ete,raddʒundʒer'anno,raddʒundʒer'ei,raddʒundʒer'esti,raddʒundʒer'ebbe,raddʒundʒer'emmo,raddʒundʒer'este,raddʒundʒer'ebbero
